"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 22:24:49 GMT 2021","Thu Aug 19 22:24:49 GMT 2021","232","","login.LoginPageTest","","login.LoginPageTest","LoginTest","Sikeres bejelentkezés teszt",""
"broken","Thu Aug 19 22:24:49 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","396","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","Sikertelen bejelentkezés teszt -helytelen jelszó",""
"broken","Thu Aug 19 22:24:50 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","162","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"broken","Thu Aug 19 22:24:48 GMT 2021","Thu Aug 19 22:24:48 GMT 2021","167","","search.SearchPageTest","","search.SearchPageTest","dataListTest","Adatok listázása - szűrés",""
"broken","Thu Aug 19 22:24:49 GMT 2021","Thu Aug 19 22:24:49 GMT 2021","164","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","Sikertelen bejelentkezés teszt -helytelen mail",""
"broken","Thu Aug 19 22:24:50 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","160","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","Sikertelen bejelentkezés teszt -üres mail",""
"broken","Thu Aug 19 22:24:50 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","155","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","Adatok lementése felületről teszt - könyv bemutató",""
"broken","Thu Aug 19 22:24:49 GMT 2021","Thu Aug 19 22:24:49 GMT 2021","144","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","Sikertelen bejelentkezés teszt -üres jelszó",""
"broken","Thu Aug 19 22:24:48 GMT 2021","Thu Aug 19 22:24:48 GMT 2021","276","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","Adadtkezelési nyilatkozat használata teszt - adatmentéssel",""
"broken","Thu Aug 19 22:24:50 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","174","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","Több oldalas lista bejárás teszt",""
"broken","Thu Aug 19 22:24:50 GMT 2021","Thu Aug 19 22:24:50 GMT 2021","159","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","Sikertelen regisztráció teszt - üres adatmezőkkel",""
