"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","14","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","Meglévő adat módosítása - jelszó módosítása",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","10","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","Sikertelen bejelentkezés teszt -üres mail",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","16","","search.SearchPageTest","","search.SearchPageTest","dataListTest","Adatok listázása - szűrés",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","12","","login.LoginPageTest","","login.LoginPageTest","LoginTest","Sikeres bejelentkezés teszt",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","12","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","54","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","Adadtkezelési nyilatkozat használata teszt - adatmentéssel",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","14","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","Meglévő adat módosítása - sikertelen jelszó módosítás",""
"passed","Thu Aug 19 11:00:05 GMT 2021","Thu Aug 19 11:00:24 GMT 2021","19396","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","Sikeres kijeletkezés teszt",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","11","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","Sikertelen bejelentkezés teszt -helytelen jelszó",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","11","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","Sikertelen regisztráció teszt - üres adatmezőkkel",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","17","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","Több oldalas lista bejárás teszt",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","11","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","Sikertelen bejelentkezés teszt -üres jelszó",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","17","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","Adatok lementése felületről teszt - könyv bemutató",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","11","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","Sikertelen bejelentkezés teszt -helytelen mail",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","12","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","Ismételt és sorozatos adatbevitel adatforrásból - profil kitöltés",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","16","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","Adat vagy adatok törlése",""
"broken","Thu Aug 19 11:00:25 GMT 2021","Thu Aug 19 11:00:25 GMT 2021","11","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","Új adat bevitel",""
