"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 22:09:49 GMT 2021","Sat Aug 21 22:10:11 GMT 2021","21795","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","TC-16  Adat vagy adatok törlése",""
"passed","Sat Aug 21 22:10:55 GMT 2021","Sat Aug 21 22:11:07 GMT 2021","11959","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","TC-6  Sikertelen bejelentkezés teszt -helytelen mail",""
"passed","Sat Aug 21 22:09:19 GMT 2021","Sat Aug 21 22:09:33 GMT 2021","13610","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","TC-15  Meglévő adat módosítása - sikertelen jelszó módosítás",""
"passed","Sat Aug 21 22:10:11 GMT 2021","Sat Aug 21 22:10:31 GMT 2021","20550","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","TC-12  Új adat bevitel",""
"passed","Sat Aug 21 22:08:31 GMT 2021","Sat Aug 21 22:08:43 GMT 2021","11731","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","TC-9  Adatkezelési nyilatkozat használata teszt - adatmentéssel",""
"passed","Sat Aug 21 22:11:07 GMT 2021","Sat Aug 21 22:11:18 GMT 2021","11539","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","TC-5  Sikertelen bejelentkezés teszt -helytelen jelszó",""
"passed","Sat Aug 21 22:08:43 GMT 2021","Sat Aug 21 22:08:58 GMT 2021","14846","","search.SearchPageTest","","search.SearchPageTest","dataListTest","TC-10  Adatok listázása - szűrés",""
"passed","Sat Aug 21 22:10:31 GMT 2021","Sat Aug 21 22:10:44 GMT 2021","12516","","login.LoginPageTest","","login.LoginPageTest","LoginTest","TC-4  Sikeres bejelentkezés teszt",""
"passed","Sat Aug 21 22:11:59 GMT 2021","Sat Aug 21 22:12:11 GMT 2021","11573","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","TC-2  Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"passed","Sat Aug 21 22:11:18 GMT 2021","Sat Aug 21 22:11:29 GMT 2021","11072","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","TC-7  Sikertelen bejelentkezés teszt -üres mail mező",""
"passed","Sat Aug 21 22:12:11 GMT 2021","Sat Aug 21 22:12:23 GMT 2021","12004","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","TC-3  Sikertelen regisztráció teszt - üres adatmezőkkel",""
"passed","Sat Aug 21 22:10:44 GMT 2021","Sat Aug 21 22:10:55 GMT 2021","10608","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","TC-8  Sikertelen bejelentkezés teszt -üres jelszó mező",""
"passed","Sat Aug 21 22:08:20 GMT 2021","Sat Aug 21 22:08:31 GMT 2021","10476","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","TC-18  Sikeres kijeletkezés teszt",""
"passed","Sat Aug 21 22:08:58 GMT 2021","Sat Aug 21 22:09:19 GMT 2021","21430","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","TC-14  Meglévő adat módosítása - jelszó módosítása",""
"passed","Sat Aug 21 22:11:42 GMT 2021","Sat Aug 21 22:11:59 GMT 2021","17246","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","TC-11  Több oldalas lista bejárás teszt",""
"passed","Sat Aug 21 22:09:33 GMT 2021","Sat Aug 21 22:09:49 GMT 2021","16345","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","TC-13  Ismételt és sorozatos adatbevitel adatforrásból - számlázási cím módosítása",""
"passed","Sat Aug 21 22:11:29 GMT 2021","Sat Aug 21 22:11:42 GMT 2021","12691","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","TC-17  Adatok lementése felületről teszt - könyv bemutató",""
