"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 08:00:06 GMT 2021","Sun Aug 22 08:00:29 GMT 2021","23052","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","TC-16  Adat vagy adatok törlése",""
"passed","Sun Aug 22 08:00:07 GMT 2021","Sun Aug 22 08:00:24 GMT 2021","16905","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","TC-11  Több oldalas lista bejárás teszt",""
"passed","Sun Aug 22 07:59:00 GMT 2021","Sun Aug 22 07:59:12 GMT 2021","11875","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","TC-9  Adatkezelési nyilatkozat használata teszt - adatmentéssel",""
"passed","Sun Aug 22 07:59:19 GMT 2021","Sun Aug 22 07:59:31 GMT 2021","12101","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","TC-6  Sikertelen bejelentkezés teszt -helytelen mail",""
"passed","Sun Aug 22 07:58:34 GMT 2021","Sun Aug 22 07:58:59 GMT 2021","24489","","search.SearchPageTest","","search.SearchPageTest","dataListTest","TC-10  Adatok listázása - szűrés",""
"passed","Sun Aug 22 07:59:12 GMT 2021","Sun Aug 22 07:59:35 GMT 2021","23138","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","TC-14  Meglévő adat módosítása - jelszó módosítása",""
"passed","Sun Aug 22 07:59:35 GMT 2021","Sun Aug 22 07:59:49 GMT 2021","13923","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","TC-15  Meglévő adat módosítása - sikertelen jelszó módosítás",""
"passed","Sun Aug 22 07:58:59 GMT 2021","Sun Aug 22 07:59:08 GMT 2021","8902","","login.LoginPageTest","","login.LoginPageTest","LoginTest","TC-4  Sikeres bejelentkezés teszt",""
"passed","Sun Aug 22 07:58:49 GMT 2021","Sun Aug 22 07:59:00 GMT 2021","11259","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","TC-18  Sikeres kijeletkezés teszt",""
"passed","Sun Aug 22 07:59:08 GMT 2021","Sun Aug 22 07:59:19 GMT 2021","11020","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","TC-8  Sikertelen bejelentkezés teszt -üres jelszó mező",""
"passed","Sun Aug 22 08:00:29 GMT 2021","Sun Aug 22 08:00:50 GMT 2021","20917","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","TC-12  Új adat bevitel",""
"passed","Sun Aug 22 07:59:42 GMT 2021","Sun Aug 22 07:59:53 GMT 2021","10274","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","TC-7  Sikertelen bejelentkezés teszt -üres mail mező",""
"passed","Sun Aug 22 08:00:50 GMT 2021","Sun Aug 22 08:01:01 GMT 2021","11432","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","TC-2  Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"passed","Sun Aug 22 07:59:53 GMT 2021","Sun Aug 22 08:00:07 GMT 2021","14272","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","TC-17  Adatok lementése felületről teszt - könyv bemutató",""
"passed","Sun Aug 22 08:01:01 GMT 2021","Sun Aug 22 08:01:14 GMT 2021","12106","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","TC-3  Sikertelen regisztráció teszt - üres adatmezőkkel",""
"passed","Sun Aug 22 07:59:31 GMT 2021","Sun Aug 22 07:59:42 GMT 2021","11616","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","TC-5  Sikertelen bejelentkezés teszt -helytelen jelszó",""
"passed","Sun Aug 22 07:59:49 GMT 2021","Sun Aug 22 08:00:06 GMT 2021","16652","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","TC-13  Ismételt és sorozatos adatbevitel adatforrásból - számlázási cím módosítása",""
