"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 09:10:27 GMT 2021","Thu Aug 19 09:10:27 GMT 2021","7","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","Sikertelen regisztráció teszt - üres adatmezőkkel",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","8","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","Új adat bevitel",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","4","","login.LoginPageTest","","login.LoginPageTest","LoginTest","Sikeres bejelentkezés teszt",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","3","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","Ismételt és sorozatos adatbevitel adatforrásból - profil kitöltés",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","25","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","Adadtkezelési nyilatkozat használata teszt - adatmentéssel",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","7","","search.SearchPageTest","","search.SearchPageTest","dataListTest","Adatok listázása - szűrés",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","6","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","Meglévő adat módosítása - sikertelen jelszó módosítás",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","3","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","Sikertelen bejelentkezés teszt -üres mail",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","2","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","Adat vagy adadtok törlése",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","3","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","Sikertelen bejelentkezés teszt -üres jelszó",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","2","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"passed","Thu Aug 19 09:10:20 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","5491","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","Sikeres kijeletkezés teszt",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","8","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","Sikertelen bejelentkezés teszt -helytelen mail",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","2","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","Sikertelen bejelentkezés teszt -helytelen jelszó",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","1","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","Adatok lementése felületről teszt - könyv bemutató",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","17","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","Meglévő adat módosítása - jelszó módosítása",""
"broken","Thu Aug 19 09:10:26 GMT 2021","Thu Aug 19 09:10:26 GMT 2021","1","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","Több oldalas lista bejárás teszt",""
