"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 21:45:51 GMT 2021","Sat Aug 21 21:46:03 GMT 2021","12314","","search.SearchPageTest","","search.SearchPageTest","dataListTest","TC-10  Adatok listázása - szűrés",""
"passed","Sat Aug 21 21:45:41 GMT 2021","Sat Aug 21 21:45:51 GMT 2021","9952","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","TC-9  Adatkezelési nyilatkozat használata teszt - adatmentéssel",""
"passed","Sat Aug 21 21:48:19 GMT 2021","Sat Aug 21 21:48:33 GMT 2021","13978","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","TC-11  Több oldalas lista bejárás teszt",""
"passed","Sat Aug 21 21:46:03 GMT 2021","Sat Aug 21 21:46:22 GMT 2021","18245","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","TC-14  Meglévő adat módosítása - jelszó módosítása",""
"passed","Sat Aug 21 21:45:33 GMT 2021","Sat Aug 21 21:45:41 GMT 2021","7823","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","TC-18  Sikeres kijeletkezés teszt",""
"passed","Sat Aug 21 21:48:08 GMT 2021","Sat Aug 21 21:48:19 GMT 2021","10838","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","TC-17  Adatok lementése felületről teszt - könyv bemutató",""
"passed","Sat Aug 21 21:48:43 GMT 2021","Sat Aug 21 21:48:53 GMT 2021","9982","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","TC-3  Sikertelen regisztráció teszt - üres adatmezőkkel",""
"passed","Sat Aug 21 21:46:22 GMT 2021","Sat Aug 21 21:46:33 GMT 2021","11357","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","TC-15  Meglévő adat módosítása - sikertelen jelszó módosítás",""
"passed","Sat Aug 21 21:47:32 GMT 2021","Sat Aug 21 21:47:40 GMT 2021","8599","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","TC-8  Sikertelen bejelentkezés teszt -üres jelszó mező",""
"passed","Sat Aug 21 21:47:59 GMT 2021","Sat Aug 21 21:48:08 GMT 2021","8774","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","TC-7  Sikertelen bejelentkezés teszt -üres mail mező",""
"passed","Sat Aug 21 21:47:21 GMT 2021","Sat Aug 21 21:47:32 GMT 2021","10279","","login.LoginPageTest","","login.LoginPageTest","LoginTest","TC-4  Sikeres bejelentkezés teszt",""
"passed","Sat Aug 21 21:47:50 GMT 2021","Sat Aug 21 21:47:59 GMT 2021","9667","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","TC-5  Sikertelen bejelentkezés teszt -helytelen jelszó",""
"passed","Sat Aug 21 21:48:33 GMT 2021","Sat Aug 21 21:48:43 GMT 2021","9941","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","TC-2  Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"passed","Sat Aug 21 21:46:33 GMT 2021","Sat Aug 21 21:46:47 GMT 2021","13897","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","TC-13  Ismételt és sorozatos adatbevitel adatforrásból - számlázási cím módosítása",""
"passed","Sat Aug 21 21:47:40 GMT 2021","Sat Aug 21 21:47:50 GMT 2021","9649","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","TC-6  Sikertelen bejelentkezés teszt -helytelen mail",""
"passed","Sat Aug 21 21:46:47 GMT 2021","Sat Aug 21 21:47:04 GMT 2021","17150","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","TC-16  Adat vagy adatok törlése",""
"passed","Sat Aug 21 21:47:04 GMT 2021","Sat Aug 21 21:47:21 GMT 2021","17167","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","TC-12  Új adat bevitel",""
