"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 07:52:51 GMT 2021","Sun Aug 22 07:53:02 GMT 2021","11009","","privacypolicy.PrivacyPolicyPageTest","","privacypolicy.PrivacyPolicyPageTest","PrivacyPolicySaveToFileTest","TC-9  Adatkezelési nyilatkozat használata teszt - adatmentéssel",""
"passed","Sun Aug 22 07:52:41 GMT 2021","Sun Aug 22 07:52:51 GMT 2021","10147","","logout.LogoutPageTest","","logout.LogoutPageTest","LogoutTest","TC-18  Sikeres kijeletkezés teszt",""
"passed","Sun Aug 22 07:55:41 GMT 2021","Sun Aug 22 07:55:54 GMT 2021","12759","","book.BookPageTest","","book.BookPageTest","dataBookSaveToFileTest","TC-17  Adatok lementése felületről teszt - könyv bemutató",""
"passed","Sun Aug 22 07:53:35 GMT 2021","Sun Aug 22 07:53:49 GMT 2021","14191","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordInvalidTest","TC-15  Meglévő adat módosítása - sikertelen jelszó módosítás",""
"passed","Sun Aug 22 07:54:06 GMT 2021","Sun Aug 22 07:54:27 GMT 2021","21081","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataDeleteTest","TC-16  Adat vagy adatok törlése",""
"passed","Sun Aug 22 07:55:20 GMT 2021","Sun Aug 22 07:55:32 GMT 2021","11324","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidPasswordTest","TC-5  Sikertelen bejelentkezés teszt -helytelen jelszó",""
"passed","Sun Aug 22 07:55:09 GMT 2021","Sun Aug 22 07:55:20 GMT 2021","11006","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmailTest","TC-6  Sikertelen bejelentkezés teszt -helytelen mail",""
"passed","Sun Aug 22 07:54:59 GMT 2021","Sun Aug 22 07:55:09 GMT 2021","10048","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyPWTest","TC-8  Sikertelen bejelentkezés teszt -üres jelszó mező",""
"passed","Sun Aug 22 07:54:27 GMT 2021","Sun Aug 22 07:54:47 GMT 2021","20117","","wish.WishlistPageTest","","wish.WishlistPageTest","wishlistDataTest","TC-12  Új adat bevitel",""
"passed","Sun Aug 22 07:53:49 GMT 2021","Sun Aug 22 07:54:06 GMT 2021","16294","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","addressDataTest","TC-13  Ismételt és sorozatos adatbevitel adatforrásból - számlázási cím módosítása",""
"passed","Sun Aug 22 07:55:54 GMT 2021","Sun Aug 22 07:56:11 GMT 2021","16575","","expertadvice.ExpertAdvicePageTest","","expertadvice.ExpertAdvicePageTest","paginationTest","TC-11  Több oldalas lista bejárás teszt",""
"passed","Sun Aug 22 07:53:02 GMT 2021","Sun Aug 22 07:53:17 GMT 2021","15415","","search.SearchPageTest","","search.SearchPageTest","dataListTest","TC-10  Adatok listázása - szűrés",""
"passed","Sun Aug 22 07:56:23 GMT 2021","Sun Aug 22 07:56:35 GMT 2021","12347","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationEmptyFieldTest","TC-3  Sikertelen regisztráció teszt - üres adatmezőkkel",""
"passed","Sun Aug 22 07:54:47 GMT 2021","Sun Aug 22 07:54:59 GMT 2021","12351","","login.LoginPageTest","","login.LoginPageTest","LoginTest","TC-4  Sikeres bejelentkezés teszt",""
"broken","Sun Aug 22 07:53:17 GMT 2021","Sun Aug 22 07:53:35 GMT 2021","17764","","customer.CustomerAccountPageTest","","customer.CustomerAccountPageTest","changePasswordTest","TC-14  Meglévő adat módosítása - jelszó módosítása",""
"passed","Sun Aug 22 07:56:11 GMT 2021","Sun Aug 22 07:56:23 GMT 2021","11805","","registration.RegistrationPageTest","","registration.RegistrationPageTest","RegistrationInvalidPasswordTest","TC-2  Sikertelen regisztráció teszt - generált adatokkal, jelszómegerősítés különbözik",""
"passed","Sun Aug 22 07:55:32 GMT 2021","Sun Aug 22 07:55:41 GMT 2021","9850","","login.LoginPageTest","","login.LoginPageTest","LoginInvalidEmptyETest","TC-7  Sikertelen bejelentkezés teszt -üres mail mező",""
